OG000000,Ap_ca_Pber_PBANKA_0902400.1
OG001232,Ap_ca_Pber_PBANKA_1034700.1
OG001233,Ap_ca_Pber_PBANKA_0203800.1
OG001234,Ap_ca_Pber_PBANKA_0811600.1
OG001235,Ap_ca_Pber_PBANKA_1226600.1
OG001236,Ap_ca_Pber_PBANKA_1429900.1
OG001237,Ap_ca_Pber_PBANKA_0415800.1
OG001238,Ap_ca_Pber_PBANKA_0203300.1
OG001239,Ap_ca_Pber_PBANKA_0912300.1
OG001240,Ap_ca_Pber_PBANKA_1028900.1
OG001242,Ap_ca_Pber_PBANKA_1006700.1
OG001243,Ap_ca_Pber_PBANKA_1226400.1
OG001244,Ap_ca_Pber_PBANKA_1450500.1
OG001245,Ap_ca_Pber_PBANKA_1300800.1
OG001246,Ap_ca_Pber_PBANKA_1365400.1
OG001247,Ap_ca_Pber_PBANKA_1439400.1
OG001248,Ap_ca_Pber_PBANKA_1113000.1
OG001249,Ap_ca_Pber_PBANKA_0714800.1
OG001250,Ap_ca_Pber_PBANKA_0205100.1
OG001251,Ap_ca_Pber_PBANKA_1228700.1
OG001252,Ap_ca_Pber_PBANKA_1410000.1
OG001255,Ap_ca_Pber_PBANKA_1456900.1
OG001257,Ap_ca_Pber_PBANKA_0517400.1
OG001258,Ap_ca_Pber_PBANKA_1458000.1
OG001259,Ap_ca_Pber_PBANKA_0415700.1
OG001260,Ap_ca_Pber_PBANKA_1015200.1
OG001261,Ap_ca_Pber_PBANKA_0712400.1
OG001262,Ap_ca_Pber_PBANKA_1105700.1
OG001263,Ap_ca_Pber_PBANKA_0805100.1
OG001264,Ap_ca_Pber_PBANKA_0102000.1
OG001265,Ap_ca_Pber_PBANKA_1222400.1
OG001266,Ap_ca_Pber_PBANKA_0918200.1
OG001267,Ap_ca_Pber_PBANKA_1435300.1
OG001268,Ap_ca_Pber_PBANKA_0621800.1
OG001270,Ap_ca_Pber_PBANKA_1227100.1
OG001271,Ap_ca_Pber_PBANKA_1226500.1
OG001272,Ap_ca_Pber_PBANKA_1346200.1
OG001273,Ap_ca_Pber_PBANKA_1039600.1
OG001275,Ap_ca_Pber_PBANKA_1135400.1
OG001276,Ap_ca_Pber_PBANKA_0808200.1
OG001277,Ap_ca_Pber_PBANKA_0519800.1
OG001278,Ap_ca_Pber_PBANKA_0102200.1
OG001279,Ap_ca_Pber_PBANKA_0825600.1
OG001280,Ap_ca_Pber_PBANKA_1310700.1
OG001281,Ap_ca_Pber_PBANKA_0411700.1
OG001282,Ap_ca_Pber_PBANKA_1348000.1
OG001283,Ap_ca_Pber_PBANKA_0717500.1
OG001285,Ap_ca_Pber_PBANKA_1462200.1
OG001286,Ap_ca_Pber_PBANKA_0813800.1
OG001287,Ap_ca_Pber_PBANKA_1405500.1
OG001288,Ap_ca_Pber_PBANKA_0920000.1
OG001290,Ap_ca_Pber_PBANKA_1303400.1
OG001296,Ap_ca_Pber_PBANKA_0504600.1
OG001297,Ap_ca_Pber_PBANKA_1237500.1
OG001298,Ap_ca_Pber_PBANKA_1429500.1
OG001299,Ap_ca_Pber_PBANKA_1302200.1
OG001300,Ap_ca_Pber_PBANKA_1335300.1
OG001301,Ap_ca_Pber_PBANKA_0605700.1
OG001302,Ap_ca_Pber_PBANKA_1330100.1
OG001303,Ap_ca_Pber_PBANKA_0702000.1
OG001304,Ap_ca_Pber_PBANKA_0804900.1
OG001305,Ap_ca_Pber_PBANKA_0827500.1
OG001306,Ap_ca_Pber_PBANKA_1134000.1
OG001307,Ap_ca_Pber_PBANKA_1324000.1
OG001308,Ap_ca_Pber_PBANKA_1230600.1
OG001309,Ap_ca_Pber_PBANKA_1033200.1
OG001310,Ap_ca_Pber_PBANKA_1142500.1
OG001311,Ap_ca_Pber_PBANKA_1425000.1
OG001312,Ap_ca_Pber_PBANKA_0503700.1
OG001314,Ap_ca_Pber_PBANKA_1009000.1
OG001315,Ap_ca_Pber_PBANKA_1034900.1
OG001316,Ap_ca_Pber_PBANKA_0912700.1
OG001317,Ap_ca_Pber_PBANKA_1222900.1
OG001318,Ap_ca_Pber_PBANKA_0720600.1
OG001319,Ap_ca_Pber_PBANKA_1217300.1
OG001320,Ap_ca_Pber_PBANKA_1421900.1
OG001321,Ap_ca_Pber_PBANKA_0702400.1
OG001322,Ap_ca_Pber_PBANKA_1343300.1
OG001323,Ap_ca_Pber_PBANKA_1129300.1
OG001324,Ap_ca_Pber_PBANKA_1219500.1
OG001325,Ap_ca_Pber_PBANKA_1325300.1
OG001329,Ap_ca_Pber_PBANKA_0805800.1
OG001330,Ap_ca_Pber_PBANKA_1228400.1
OG001331,Ap_ca_Pber_PBANKA_1030300.1
OG001332,Ap_ca_Pber_PBANKA_1212700.1
OG001333,Ap_ca_Pber_PBANKA_1451300.1
OG001334,Ap_ca_Pber_PBANKA_0720800.1
OG001336,Ap_ca_Pber_PBANKA_0915800.1
OG001337,Ap_ca_Pber_PBANKA_0611000.1
OG001338,Ap_ca_Pber_PBANKA_1339200.1
OG001340,Ap_ca_Pber_PBANKA_0719600.1
OG001341,Ap_ca_Pber_PBANKA_0828700.1
OG001342,Ap_ca_Pber_PBANKA_1345400.1
OG001343,Ap_ca_Pber_PBANKA_1432500.1
OG001344,Ap_ca_Pber_PBANKA_0107100.1
OG001345,Ap_ca_Pber_PBANKA_1405700.1
OG001346,Ap_ca_Pber_PBANKA_1107800.1
OG001347,Ap_ca_Pber_PBANKA_1457100.1
OG001348,Ap_ca_Pber_PBANKA_0919600.1
OG001349,Ap_ca_Pber_PBANKA_0706000.1
OG001350,Ap_ca_Pber_PBANKA_1439000.1
OG001351,Ap_ca_Pber_PBANKA_1028700.1
OG001352,Ap_ca_Pber_PBANKA_1143500.1
OG001354,Ap_ca_Pber_PBANKA_0619600.1
OG001355,Ap_ca_Pber_PBANKA_1356800.1
OG001356,Ap_ca_Pber_PBANKA_0511000.1
OG001357,Ap_ca_Pber_PBANKA_1402900.1
OG001358,Ap_ca_Pber_PBANKA_1035500.1
OG001359,Ap_ca_Pber_PBANKA_1450800.1
OG001360,Ap_ca_Pber_PBANKA_0942900.1
OG001361,Ap_ca_Pber_PBANKA_0707600.1
OG001362,Ap_ca_Pber_PBANKA_0511200.1
OG001363,Ap_ca_Pber_PBANKA_1137800.1
OG001364,Ap_ca_Pber_PBANKA_0504500.1
OG001367,Ap_ca_Pber_PBANKA_1216600.1
OG001370,Ap_ca_Pber_PBANKA_0301500.1
OG001371,Ap_ca_Pber_PBANKA_0930900.1
OG001372,Ap_ca_Pber_PBANKA_1133000.1
OG001373,Ap_ca_Pber_PBANKA_0918100.1
OG001374,Ap_ca_Pber_PBANKA_0718400.1
OG001375,Ap_ca_Pber_PBANKA_1457500.1
OG001376,Ap_ca_Pber_PBANKA_0511500.1
OG001377,Ap_ca_Pber_PBANKA_0805400.1
OG001378,Ap_ca_Pber_PBANKA_0409400.1
OG001379,Ap_ca_Pber_PBANKA_1303300.1
OG001380,Ap_ca_Pber_PBANKA_1103200.1
OG001381,Ap_ca_Pber_PBANKA_0516200.1
OG001382,Ap_ca_Pber_PBANKA_1435700.1
OG001383,Ap_ca_Pber_PBANKA_0107400.1
OG001384,Ap_ca_Pber_PBANKA_1203400.1
OG001385,Ap_ca_Pber_PBANKA_1215400.1
OG001386,Ap_ca_Pber_PBANKA_0717400.1
OG001387,Ap_ca_Pber_PBANKA_1009800.1
OG001388,Ap_ca_Pber_PBANKA_0303700.1
OG001389,Ap_ca_Pber_PBANKA_1335200.1
OG001390,Ap_ca_Pber_PBANKA_1039800.1
OG001391,Ap_ca_Pber_PBANKA_0309800.1
OG001392,Ap_ca_Pber_PBANKA_1449500.1
OG001393,Ap_ca_Pber_PBANKA_0826000.1
OG001394,Ap_ca_Pber_PBANKA_1014600.1
OG001395,Ap_ca_Pber_PBANKA_0616100.1
OG001396,Ap_ca_Pber_PBANKA_0913700.1
OG001397,Ap_ca_Pber_PBANKA_1354000.1
OG001398,Ap_ca_Pber_PBANKA_0922200.1
OG001399,Ap_ca_Pber_PBANKA_1130500.1
OG001400,Ap_ca_Pber_PBANKA_1237000.1
OG001401,Ap_ca_Pber_PBANKA_1428700.1
OG001402,Ap_ca_Pber_PBANKA_0818300.1
OG001403,Ap_ca_Pber_PBANKA_1313000.1
OG001404,Ap_ca_Pber_PBANKA_0404200.1
OG001405,Ap_ca_Pber_PBANKA_1132900.1
OG001406,Ap_ca_Pber_PBANKA_1027700.1
OG001410,Ap_ca_Pber_PBANKA_0512400.1
OG001411,Ap_ca_Pber_PBANKA_1231200.1
OG001412,Ap_ca_Pber_PBANKA_1334200.1
OG001413,Ap_ca_Pber_PBANKA_1213400.1
OG001414,Ap_ca_Pber_PBANKA_0404000.1
OG001416,Ap_ca_Pber_PBANKA_1348100.1
OG001417,Ap_ca_Pber_PBANKA_1241100.1
OG001418,Ap_ca_Pber_PBANKA_1230300.1
OG001419,Ap_ca_Pber_PBANKA_1462700.1
OG001420,Ap_ca_Pber_PBANKA_1448900.1
OG001421,Ap_ca_Pber_PBANKA_1118100.1
OG001422,Ap_ca_Pber_PBANKA_0521400.1
OG001423,Ap_ca_Pber_PBANKA_1007800.1
OG001424,Ap_ca_Pber_PBANKA_0917400.1
OG001425,Ap_ca_Pber_PBANKA_1300900.1
OG001426,Ap_ca_Pber_PBANKA_1423900.1
OG001427,Ap_ca_Pber_PBANKA_0514000.1
OG001428,Ap_ca_Pber_PBANKA_1243600.1
OG001429,Ap_ca_Pber_PBANKA_0418300.1
OG001430,Ap_ca_Pber_PBANKA_0204100.1
OG001431,Ap_ca_Pber_PBANKA_1464200.1
OG001432,Ap_ca_Pber_PBANKA_1010100.1
OG001433,Ap_ca_Pber_PBANKA_0606100.1
OG001435,Ap_ca_Pber_PBANKA_1413400.1
OG001436,Ap_ca_Pber_PBANKA_0939900.1
OG001437,Ap_ca_Pber_PBANKA_1026600.1
OG001438,Ap_ca_Pber_PBANKA_1326100.1
OG001445,Ap_ca_Pber_PBANKA_1009400.1
OG001447,Ap_ca_Pber_PBANKA_1452000.1
OG001448,Ap_ca_Pber_PBANKA_1211000.1
OG001449,Ap_ca_Pber_PBANKA_0923500.1
OG001451,Ap_ca_Pber_PBANKA_1425300.1
OG001452,Ap_ca_Pber_PBANKA_0603800.1
OG001453,Ap_ca_Pber_PBANKA_0708500.1
OG001454,Ap_ca_Pber_PBANKA_1128300.1
OG001455,Ap_ca_Pber_PBANKA_0809100.1
OG001456,Ap_ca_Pber_PBANKA_0312600.1
OG001457,Ap_ca_Pber_PBANKA_0517300.1
OG001458,Ap_ca_Pber_PBANKA_0704200.1
OG001459,Ap_ca_Pber_PBANKA_0617600.1
OG001460,Ap_ca_Pber_PBANKA_0501700.1
OG001461,Ap_ca_Pber_PBANKA_1441600.1
OG001462,Ap_ca_Pber_PBANKA_0303500.1
OG001463,Ap_ca_Pber_PBANKA_0507100.1
OG001464,Ap_ca_Pber_PBANKA_1409300.1
OG001465,Ap_ca_Pber_PBANKA_0719400.1
OG001466,Ap_ca_Pber_PBANKA_0810500.1
OG001467,Ap_ca_Pber_PBANKA_1127700.1
OG001468,Ap_ca_Pber_PBANKA_1450400.1
OG001469,Ap_ca_Pber_PBANKA_1364100.1
OG001470,Ap_ca_Pber_PBANKA_0709200.1
OG001471,Ap_ca_Pber_PBANKA_0302700.1
OG001472,Ap_ca_Pber_PBANKA_0721300.1
OG001473,Ap_ca_Pber_PBANKA_0805600.1
OG001474,Ap_ca_Pber_PBANKA_1009500.1
OG001477,Ap_ca_Pber_PBANKA_1455200.1
OG001478,Ap_ca_Pber_PBANKA_1409800.1
OG001479,Ap_ca_Pber_PBANKA_1021900.1
OG001480,Ap_ca_Pber_PBANKA_0520700.1
OG001481,Ap_ca_Pber_PBANKA_0105000.1
OG001482,Ap_ca_Pber_PBANKA_0105700.1
OG001483,Ap_ca_Pber_PBANKA_1136300.1
OG001484,Ap_ca_Pber_PBANKA_1222100.1
OG001485,Ap_ca_Pber_PBANKA_1432000.1
OG001487,Ap_ca_Pber_PBANKA_1411100.1
OG001488,Ap_ca_Pber_PBANKA_1025800.1
OG001489,Ap_ca_Pber_PBANKA_1136400.1
OG001490,Ap_ca_Pber_PBANKA_1209400.1
OG001491,Ap_ca_Pber_PBANKA_0812100.1
OG001492,Ap_ca_Pber_PBANKA_1420700.1
OG001493,Ap_ca_Pber_PBANKA_0937000.1
OG001494,Ap_ca_Pber_PBANKA_1401600.1
OG001495,Ap_ca_Pber_PBANKA_1023100.1
OG001496,Ap_ca_Pber_PBANKA_0416900.1
OG001497,Ap_ca_Pber_PBANKA_1414600.1
OG001498,Ap_ca_Pber_PBANKA_0919500.1
OG001499,Ap_ca_Pber_PBANKA_1118900.1
OG001505,Ap_ca_Pber_PBANKA_1442000.1
OG001506,Ap_ca_Pber_PBANKA_0938700.1
OG001507,Ap_ca_Pber_PBANKA_0517700.1
OG001508,Ap_ca_Pber_PBANKA_0820600.1
OG001510,Ap_ca_Pber_PBANKA_0938300.1
OG001511,Ap_ca_Pber_PBANKA_1453400.1
OG001512,Ap_ca_Pber_PBANKA_0920100.1
OG001513,Ap_ca_Pber_PBANKA_1234100.1
OG001514,Ap_ca_Pber_PBANKA_1007100.1
OG001516,Ap_ca_Pber_PBANKA_0831900.1
OG001517,Ap_ca_Pber_PBANKA_0915500.1
OG001518,Ap_ca_Pber_PBANKA_1437400.1
OG001519,Ap_ca_Pber_PBANKA_0830300.1
OG001520,Ap_ca_Pber_PBANKA_0616800.1
OG001521,Ap_ca_Pber_PBANKA_0832200.1
OG001522,Ap_ca_Pber_PBANKA_1415000.1
OG001523,Ap_ca_Pber_PBANKA_1461100.1
OG001524,Ap_ca_Pber_PBANKA_1015000.1
OG001525,Ap_ca_Pber_PBANKA_1301600.1
OG001526,Ap_ca_Pber_PBANKA_0602500.1
OG001527,Ap_ca_Pber_PBANKA_1010800.1
OG001528,Ap_ca_Pber_PBANKA_1122800.1
OG001529,Ap_ca_Pber_PBANKA_1312800.1
OG001531,Ap_ca_Pber_PBANKA_0108400.1
OG001532,Ap_ca_Pber_PBANKA_0818100.1
OG001533,Ap_ca_Pber_PBANKA_1111400.1
OG001537,Ap_ca_Pber_PBANKA_1323300.1
OG001538,Ap_ca_Pber_PBANKA_0907100.1
OG001540,Ap_ca_Pber_PBANKA_0306900.1
OG001541,Ap_ca_Pber_PBANKA_1303200.1
OG001542,Ap_ca_Pber_PBANKA_0213000.1
OG001543,Ap_ca_Pber_PBANKA_1460800.1
OG001544,Ap_ca_Pber_PBANKA_1319600.1
OG001546,Ap_ca_Pber_PBANKA_0913400.1
OG001547,Ap_ca_Pber_PBANKA_1316200.1
OG001549,Ap_ca_Pber_PBANKA_0714700.1
OG001550,Ap_ca_Pber_PBANKA_1460300.1
OG001551,Ap_ca_Pber_PBANKA_0620000.1
OG001552,Ap_ca_Pber_PBANKA_1141200.1
OG001553,Ap_ca_Pber_PBANKA_1434600.1
OG001554,Ap_ca_Pber_PBANKA_1226900.1
OG001555,Ap_ca_Pber_PBANKA_0807400.1
OG001556,Ap_ca_Pber_PBANKA_0311100.1
OG001557,Ap_ca_Pber_PBANKA_0919800.1
OG001559,Ap_ca_Pber_PBANKA_0823600.1
OG001560,Ap_ca_Pber_PBANKA_0608900.1
OG001561,Ap_ca_Pber_PBANKA_1244000.1
OG001562,Ap_ca_Pber_PBANKA_1442800.1
OG001563,Ap_ca_Pber_PBANKA_1032500.1
OG001564,Ap_ca_Pber_PBANKA_1122100.1
OG001566,Ap_ca_Pber_PBANKA_0910100.1
OG001567,Ap_ca_Pber_PBANKA_1324900.1
OG001568,Ap_ca_Pber_PBANKA_1448700.1
OG001569,Ap_ca_Pber_PBANKA_0108000.1
OG001570,Ap_ca_Pber_PBANKA_0942200.1
OG001574,Ap_ca_Pber_PBANKA_0605100.1
OG001575,Ap_ca_Pber_PBANKA_1447400.1
OG001576,Ap_ca_Pber_PBANKA_1453100.1
OG001577,Ap_ca_Pber_PBANKA_1111600.1
OG001579,Ap_ca_Pber_PBANKA_0921300.1
OG001580,Ap_ca_Pber_PBANKA_1104500.1
OG001581,Ap_ca_Pber_PBANKA_0205200.1
OG001582,Ap_ca_Pber_PBANKA_1408000.1
OG001583,Ap_ca_Pber_PBANKA_1318400.1
OG001584,Ap_ca_Pber_PBANKA_1109800.1
OG001586,Ap_ca_Pber_PBANKA_1457200.1
OG001589,Ap_ca_Pber_PBANKA_0516600.1
OG001590,Ap_ca_Pber_PBANKA_0108700.1
OG001591,Ap_ca_Pber_PBANKA_0202500.1
OG001593,Ap_ca_Pber_PBANKA_1407400.1
OG001595,Ap_ca_Pber_PBANKA_0504200.1
OG001596,Ap_ca_Pber_PBANKA_0905100.1
OG001597,Ap_ca_Pber_PBANKA_1022900.1
OG001598,Ap_ca_Pber_PBANKA_0109300.1
OG001599,Ap_ca_Pber_PBANKA_1331400.1
OG001600,Ap_ca_Pber_PBANKA_1424800.1
OG001601,Ap_ca_Pber_PBANKA_1451400.1
OG001602,Ap_ca_Pber_PBANKA_1205500.1
OG001603,Ap_ca_Pber_PBANKA_0105900.1
OG001605,Ap_ca_Pber_PBANKA_1219000.1
OG001606,Ap_ca_Pber_PBANKA_1300500.1
OG001607,Ap_ca_Pber_PBANKA_0401700.1
OG001608,Ap_ca_Pber_PBANKA_1132100.1
OG001610,Ap_ca_Pber_PBANKA_0516900.1
OG001616,Ap_ca_Pber_PBANKA_0106100.1
OG001617,Ap_ca_Pber_PBANKA_0315400.1
OG001618,Ap_ca_Pber_PBANKA_1122600.1
OG001619,Ap_ca_Pber_PBANKA_1116800.1
OG001620,Ap_ca_Pber_PBANKA_0706800.1
OG001621,Ap_ca_Pber_PBANKA_0705100.1
OG001622,Ap_ca_Pber_PBANKA_1008300.1
OG001623,Ap_ca_Pber_PBANKA_1134800.1
OG001624,Ap_ca_Pber_PBANKA_1456000.1
OG001625,Ap_ca_Pber_PBANKA_0604500.1
OG001626,Ap_ca_Pber_PBANKA_1321000.1
OG001629,Ap_ca_Pber_PBANKA_1336400.1
OG001630,Ap_ca_Pber_PBANKA_1031200.1
OG001632,Ap_ca_Pber_PBANKA_1452600.1
OG001633,Ap_ca_Pber_PBANKA_1414200.1
OG001635,Ap_ca_Pber_PBANKA_1365300.1
OG001640,Ap_ca_Pber_PBANKA_0304300.1
OG001641,Ap_ca_Pber_PBANKA_1362200.1
OG001642,Ap_ca_Pber_PBANKA_0507400.1
OG001644,Ap_ca_Pber_PBANKA_0408700.1
OG001645,Ap_ca_Pber_PBANKA_0603500.1
OG001646,Ap_ca_Pber_PBANKA_1413100.1
OG001647,Ap_ca_Pber_PBANKA_1232400.1
OG001648,Ap_ca_Pber_PBANKA_0608200.1
OG001650,Ap_ca_Pber_PBANKA_0937400.1
OG001652,Ap_ca_Pber_PBANKA_1143100.1
OG001653,Ap_ca_Pber_PBANKA_1359100.1
OG001654,Ap_ca_Pber_PBANKA_1428100.1
OG001655,Ap_ca_Pber_PBANKA_1021300.1
OG001656,Ap_ca_Pber_PBANKA_0831100.1
OG001657,Ap_ca_Pber_PBANKA_1325200.1
OG001658,Ap_ca_Pber_PBANKA_1363900.1
OG001659,Ap_ca_Pber_PBANKA_0942500.1
OG001660,Ap_ca_Pber_PBANKA_1354700.1
OG001661,Ap_ca_Pber_PBANKA_0110900.1
OG001662,Ap_ca_Pber_PBANKA_0827700.1
OG001663,Ap_ca_Pber_PBANKA_1010700.1
OG001664,Ap_ca_Pber_PBANKA_1110500.1
OG001665,Ap_ca_Pber_PBANKA_0410300.1
OG001666,Ap_ca_Pber_PBANKA_0622700.1
OG001667,Ap_ca_Pber_PBANKA_0414800.1
OG001671,Ap_ca_Pber_PBANKA_1334400.1
OG001672,Ap_ca_Pber_PBANKA_0202800.1
OG001673,Ap_ca_Pber_PBANKA_1218500.1
OG001676,Ap_ca_Pber_PBANKA_0825200.1
OG001678,Ap_ca_Pber_PBANKA_1308100.1
OG001680,Ap_ca_Pber_PBANKA_0906600.1
OG001682,Ap_ca_Pber_PBANKA_0925000.1
OG001683,Ap_ca_Pber_PBANKA_1240200.1
OG001684,Ap_ca_Pber_PBANKA_1330800.1
OG001685,Ap_ca_Pber_PBANKA_0805200.1
OG001686,Ap_ca_Pber_PBANKA_1423700.1
OG001687,Ap_ca_Pber_PBANKA_1038900.1
OG001688,Ap_ca_Pber_PBANKA_1038600.1
OG001689,Ap_ca_Pber_PBANKA_1018300.1
OG001690,Ap_ca_Pber_PBANKA_1323200.1
OG001691,Ap_ca_Pber_PBANKA_0202900.1
OG001692,Ap_ca_Pber_PBANKA_1357700.1
OG001693,Ap_ca_Pber_PBANKA_1435500.1
OG001694,Ap_ca_Pber_PBANKA_0409100.1
OG001695,Ap_ca_Pber_PBANKA_1415500.1
OG001696,Ap_ca_Pber_PBANKA_1328200.1
OG001697,Ap_ca_Pber_PBANKA_1429300.1
OG001705,Ap_ca_Pber_PBANKA_1457000.1
OG001706,Ap_ca_Pber_PBANKA_0502700.1
OG001707,Ap_ca_Pber_PBANKA_1037000.1
OG001708,Ap_ca_Pber_PBANKA_0305200.1
OG001709,Ap_ca_Pber_PBANKA_1030800.1
OG001710,Ap_ca_Pber_PBANKA_0210700.1
OG001711,Ap_ca_Pber_PBANKA_0936000.1
OG001712,Ap_ca_Pber_PBANKA_0213600.1
OG001713,Ap_ca_Pber_PBANKA_1407800.1
OG001714,Ap_ca_Pber_PBANKA_0614600.1
OG001715,Ap_ca_Pber_PBANKA_1435600.1
OG001716,Ap_ca_Pber_PBANKA_0520600.1
OG001717,Ap_ca_Pber_PBANKA_0409600.1
OG001719,Ap_ca_Pber_PBANKA_0721100.1
OG001720,Ap_ca_Pber_PBANKA_0815800.1
OG001721,Ap_ca_Pber_PBANKA_1424300.1
OG001722,Ap_ca_Pber_PBANKA_0110000.1
OG001723,Ap_ca_Pber_PBANKA_1312200.1
OG001724,Ap_ca_Pber_PBANKA_1245000.1
OG001725,Ap_ca_Pber_PBANKA_1232700.1
OG001726,Ap_ca_Pber_PBANKA_0809000.1
OG001727,Ap_ca_Pber_PBANKA_1401900.1
OG001728,Ap_ca_Pber_PBANKA_0506300.1
OG001729,Ap_ca_Pber_PBANKA_0619400.1
OG001730,Ap_ca_Pber_PBANKA_1107400.1
OG001731,Ap_ca_Pber_PBANKA_0506900.1
OG001736,Ap_ca_Pber_PBANKA_1459700.1
OG001737,Ap_ca_Pber_PBANKA_0413300.1
OG001739,Ap_ca_Pber_PBANKA_0710600.1
OG001740,Ap_ca_Pber_PBANKA_0826600.1
OG001741,Ap_ca_Pber_PBANKA_1202500.1
OG001742,Ap_ca_Pber_PBANKA_0521300.1
OG001743,Ap_ca_Pber_PBANKA_0834000.1
OG001744,Ap_ca_Pber_PBANKA_0303200.1
OG001746,Ap_ca_Pber_PBANKA_1456500.1
OG001747,Ap_ca_Pber_PBANKA_1445100.1
OG001748,Ap_ca_Pber_PBANKA_0621700.1
OG001749,Ap_ca_Pber_PBANKA_0916400.1
OG001750,Ap_ca_Pber_PBANKA_1144800.1
OG001751,Ap_ca_Pber_PBANKA_1307700.1
OG001752,Ap_ca_Pber_PBANKA_1357500.1
OG001753,Ap_ca_Pber_PBANKA_0503800.1
OG001754,Ap_ca_Pber_PBANKA_0815600.1
OG001755,Ap_ca_Pber_PBANKA_1326900.1
OG001756,Ap_ca_Pber_PBANKA_1433200.1
OG001757,Ap_ca_Pber_PBANKA_0833800.1
OG001758,Ap_ca_Pber_PBANKA_1305600.1
OG001759,Ap_ca_Pber_PBANKA_0809700.1
OG001760,Ap_ca_Pber_PBANKA_0942000.1
OG001761,Ap_ca_Pber_PBANKA_0407600.1
OG001762,Ap_ca_Pber_PBANKA_0104300.1
OG001763,Ap_ca_Pber_PBANKA_1402500.1
OG001764,Ap_ca_Pber_PBANKA_1213500.1
OG001765,Ap_ca_Pber_PBANKA_1242600.1
OG001766,Ap_ca_Pber_PBANKA_0515200.1
OG001768,Ap_ca_Pber_PBANKA_1463500.1
OG001769,Ap_ca_Pber_PBANKA_MIT01800.1
OG001770,Ap_ca_Pber_PBANKA_1226300.1
OG001775,Ap_ca_Pber_PBANKA_0600900.1
OG001776,Ap_ca_Pber_PBANKA_1028600.1
OG001777,Ap_ca_Pber_PBANKA_1436200.1
OG001778,Ap_ca_Pber_PBANKA_0720300.1
OG001779,Ap_ca_Pber_PBANKA_0609500.1
OG001780,Ap_ca_Pber_PBANKA_0417000.1
OG001781,Ap_ca_Pber_PBANKA_0803400.1
OG001782,Ap_ca_Pber_PBANKA_1352600.1
OG001783,Ap_ca_Pber_PBANKA_1405800.1
OG001784,Ap_ca_Pber_PBANKA_1224300.1
OG001785,Ap_ca_Pber_PBANKA_1402300.1
OG001786,Ap_ca_Pber_PBANKA_1127300.1
OG001787,Ap_ca_Pber_PBANKA_0832400.1
OG001788,Ap_ca_Pber_PBANKA_0103300.1
OG001789,Ap_ca_Pber_PBANKA_0203500.1
OG001790,Ap_ca_Pber_PBANKA_0600800.1
OG001791,Ap_ca_Pber_PBANKA_1438900.1
OG001792,Ap_ca_Pber_PBANKA_1359900.1
OG001793,Ap_ca_Pber_PBANKA_1307500.1
OG001794,Ap_ca_Pber_PBANKA_0511300.1
OG001797,Ap_ca_Pber_PBANKA_0209200.1
OG001799,Ap_ca_Pber_PBANKA_0923800.1
OG001800,Ap_ca_Pber_PBANKA_0823500.1
OG001801,Ap_ca_Pber_PBANKA_1008000.1
OG001802,Ap_ca_Pber_PBANKA_1302100.1
OG001803,Ap_ca_Pber_PBANKA_1463400.1
OG001804,Ap_ca_Pber_PBANKA_1230000.1
OG001805,Ap_ca_Pber_PBANKA_1411600.1
OG001806,Ap_ca_Pber_PBANKA_0110400.1
OG001807,Ap_ca_Pber_PBANKA_1436800.1
OG001809,Ap_ca_Pber_PBANKA_1214800.1
OG001810,Ap_ca_Pber_PBANKA_1430700.1
OG001811,Ap_ca_Pber_PBANKA_1202100.1
OG001813,Ap_ca_Pber_PBANKA_0922900.1
OG001814,Ap_ca_Pber_PBANKA_0715500.1
OG001815,Ap_ca_Pber_PBANKA_1207700.1
OG001816,Ap_ca_Pber_PBANKA_0708100.1
OG001817,Ap_ca_Pber_PBANKA_0102600.1
OG001819,Ap_ca_Pber_PBANKA_1226100.1
OG001820,Ap_ca_Pber_PBANKA_0621200.1
OG001821,Ap_ca_Pber_PBANKA_0102500.1
OG001822,Ap_ca_Pber_PBANKA_0809400.1
OG001823,Ap_ca_Pber_PBANKA_0931600.1
OG001824,Ap_ca_Pber_PBANKA_1117900.1
OG001826,Ap_ca_Pber_PBANKA_1212300.1
OG001829,Ap_ca_Pber_PBANKA_0902500.1
OG001830,Ap_ca_Pber_PBANKA_1014100.1
OG001831,Ap_ca_Pber_PBANKA_0909500.1
OG001832,Ap_ca_Pber_PBANKA_0936800.1
OG001833,Ap_ca_Pber_PBANKA_1305700.1
OG001835,Ap_ca_Pber_PBANKA_1313100.1
OG001836,Ap_ca_Pber_PBANKA_0942600.1
OG001837,Ap_ca_Pber_PBANKA_1144500.1
OG001838,Ap_ca_Pber_PBANKA_1209700.1
OG001839,Ap_ca_Pber_PBANKA_1304200.1
OG001840,Ap_ca_Pber_PBANKA_0931900.1
OG001841,Ap_ca_Pber_PBANKA_1116500.1
OG001842,Ap_ca_Pber_PBANKA_1111900.1
OG001843,Ap_ca_Pber_PBANKA_0824600.1
OG001844,Ap_ca_Pber_PBANKA_1011800.1
OG001845,Ap_ca_Pber_PBANKA_0417400.1
OG001846,Ap_ca_Pber_PBANKA_1347100.1
OG001848,Ap_ca_Pber_PBANKA_0820500.1
OG001849,Ap_ca_Pber_PBANKA_1353500.1
OG001850,Ap_ca_Pber_PBANKA_1440100.1
